"Case","Case_Name","Region","Status","Date_Filed","Date_Closed","Reason_Closed","City","State","Unit ID","Ballot_Type","Tally_Type","Tally_Date","Num_Eligible_Voters","Void Ballots","Labor_Union","Votes_For_Union","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes_Against","Total_Ballots_Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)","Allegations","Union","Unit Sought","Voters","Length","Tally_Quarter","Filed_Quarter","size","Unique","Case_Type","Election_Data","Plot_Labor_Union","National","National_Count","Margin","Union_Cer","Didnt_Vote","lat","long","formatted_address","accuracy","accuracy_type","source","address_components.city","address_components.county","address_components.state","address_components.zip","address_components.country","seached","lat_jit","long_jit"
"01-RC-292803","Starbucks Corporation","Region 01, Boston, Massachusetts","Closed",2022-03-23,2022-07-20,"Certific. of Representative","Boston","MA","A","Revised Single Labor Org","Initial",2022-07-20,32,NA,"Chicago & Midwest Regional Joint Board - Workers United/SEIU",4,"",NA,"",NA,0,4,"",2,"","Chicago & Midwest Regional Joint Board - Workers United/SEIU","All full-time and regular part-time baristas employed by the Employer at its 627 Tremont Street, Boston, MA 02118 facility (Store #7551); but excluding store managers, office clerical employees and guards, professional employees and supervisors as defined in the Act.","","","","","Workers United","Included:  All full-time and regular part-time Baristas, Shift Managers, Asst. Store Managers.  Excluded:  Store Managers, office clericals, guards, and supervisors as defined in the Act.",32,119,2022-07-01,2022-01-01,"26-50",TRUE,"RC","Yes","Chicago & Midwest Regional Joint Board - Workers United/SEIU","WU",1,1,"Yes",28,42.354318,-71.073449,"Boston, MA 02106",1,"place","TIGER/Line® dataset from the US Census Bureau","Boston","Suffolk County","MA","2106","US",1,42.0346771120988,-71.1577106728041
"01-RC-292949","Starbucks Corporation","Region 01, Boston, Massachusetts","Closed",2022-03-28,2022-06-13,"Certific. of Representative","Worcester","MA","A","Single Labor Organization","Initial",2022-06-03,39,2,"WORKERS UNITED",14,"",NA,"",NA,0,14,"",5,"","WORKERS UNITED","All full-time and regular part-time baristas employed by the Employer at its 11 East Central Street, Worcester, MA 01604 facility (Store #9986); but excluding store managers, office clerical employees and guards, professional employees and supervisors as defined in the Act.","","","","","Workers United a/w Service Employees International Union","Included:  All full-time and regular part-time Baristas, Shift Managers, Asst. Store Managers.  Excluded:  Store Managers, office clericals, guards, and supervisors as defined by the Act.",39,67,2022-04-01,2022-01-01,"26-50",TRUE,"RC","Yes","WORKERS UNITED","WU",1,1,"Yes",25,42.265275,-71.879415,"Worcester, MA 01601",1,"place","TIGER/Line® dataset from the US Census Bureau","Worcester","Worcester County","MA","1601","US",1,42.1549651779808,-71.6002476237742
"01-RC-292964","Starbucks Corporation","Region 01, Boston, Massachusetts","Closed",2022-03-28,2022-06-13,"Certific. of Representative","Westford","MA","A","Single Labor Organization","Initial",2022-06-03,30,NA,"WORKERS UNITED A/W SERVICE EMPLOYEES INTERNATIONAL UNION",11,"",NA,"",NA,0,11,"",1,"","WORKERS UNITED A/W SERVICE EMPLOYEES INTERNATIONAL UNION","All full-time and regular part-time baristas employed by the Employer at its 174 Littleton Road, Westford, MA 01886 facility (Store #9913); but excluding store managers, office clerical employees and guards, professional employees and supervisors as defined in the Act.","","","","","Workers United a/w SEIU","Included:  All full-time and regular part-time Baristas, Shift Managers, Asst. Store Managers. Excluded:  Store Managers, office clericals, guards, and supervisors as defined in the Act.",30,67,2022-04-01,2022-01-01,"26-50",TRUE,"RC","Yes","WORKERS UNITED A/W SERVICE EMPLOYEES INTERNATIONAL UNION","WU",1,1,"Yes",19,42.57926,-71.43784,"Westford, MA 01886",1,"place","TIGER/Line® dataset from the US Census Bureau","Westford","Middlesex County","MA","1886","US",1,42.6495820784198,-71.67157340955
"01-RC-292965","Starbucks Corporation","Region 01, Boston, Massachusetts","Closed",2022-03-28,2022-06-13,"Certific. of Representative","Brookline","MA","A","Single Labor Organization","Initial",2022-06-03,36,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",10,"",NA,"",NA,0,10,"",6,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","All full-time and regular part-time baristas employed by the Employer at its 874 Commonwealth Ave, Brookline, MA 02446 facility (Store #7702); but excluding store managers, office clerical employees and guards, professional employees and supervisors as defined in the Act.","","","","","Workers United a/w SEIU","Included: All full-time and regular part-time Baristas, Shift Managers, Ass. Store Managers.
Excluded: Store Managers, Office Clericals, Guards, and Supervisors as defined by the Act.",36,67,2022-04-01,2022-01-01,"26-50",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,1,"Yes",26,42.308198,-71.088745,"Brookline, MA 02146",1,"place","TIGER/Line® dataset from the US Census Bureau","Brookline","Suffolk County","MA","2146","US",1,42.0871428050316,-70.7110605581392
"01-RC-293421","Starbucks Corporation","Region 01, Boston, Massachusetts","Closed",2022-04-04,2022-06-17,"Certific. of Representative","Boston","MA","A","Single Labor Organization","Initial",2022-06-09,27,NA,"WORKERS UNITED",5,"",NA,"",NA,1,6,"",2,"","WORKERS UNITED","All full-time and regular part-time baristas employed by the Employer at its 443 Boylston Street, Boston, MA 02116 facility (Store #830); but excluding store managers, office clerical employees and guards, professional employees and supervisors as defined in the Act.

Others permitted to vote: The parties have agreed that Shift Managers and Assistant Store Managers may vote in the election but their ballots may be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","","","","","Workers United","Included:  All full-time and regular part-time Baristas, Shift Managers, Asst. Store Managers.  Excluded:  Store Managers, office clericals, guards, and supervisors as defined by the Act.",27,66,2022-04-01,2022-04-01,"26-50",TRUE,"RC","Yes","WORKERS UNITED","WU",1,0.833333333333333,"Yes",21,42.354318,-71.073449,"Boston, MA 02106",1,"place","TIGER/Line® dataset from the US Census Bureau","Boston","Suffolk County","MA","2106","US",1,42.191299181521,-71.229405099974
"01-RC-293595","Starbucks Corporation","Region 01, Boston, Massachusetts","Closed",2022-04-06,2022-09-09,"Certification of Results","Warwick","RI","A","Revised Single Labor Org","Initial",2022-08-31,30,1,"Workers United",9,"",NA,"",NA,9,18,"",1,"","","All full-time and regular part-time baristas and shift supervisors employed by the Employer at its 25 Pace Blvd, Warwick, RI 02886 facility (Store #7430); but excluding store managers, office clerical employees and guards, professional employees and supervisors as defined in the Act.

Others permitted to vote: The parties have agreed that Assistant Store Managers may vote in the election but their ballots may be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","","","","","","Included:  All Full-time and regular part-time Baristas, Shift Supervisors, Asst. Store Managers.  Excluded:  Store Managers, office clericals, guards and supervisors as defined by the Act.",30,147,2022-07-01,2022-04-01,"26-50",TRUE,"RC","Yes","Workers United","WU",1,0.5,"No",12,41.70247,-71.47902,"Warwick, RI 02886",1,"place","TIGER/Line® dataset from the US Census Bureau","Warwick","Kent County","RI","2886","US",1,42.0374187679079,-71.4607503146701
"01-RC-293992","Starbucks Corporation","Region 01, Boston, Massachusetts","Closed",2022-04-12,2022-06-17,"Certific. of Representative","West Hartford","CT","A","Single Labor Organization","Initial",2022-06-09,21,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",13,"",NA,"",NA,3,16,"",NA,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","All full-time and regular part-time baristas and shift supervisors employed by the Employer at its 1449B New Britain Ave, West Hartford, CT 06110 facility (Store #7740); but excluding store managers, office clerical employees and guards, professional employees and supervisors as defined in the Act.

Others permitted to vote: The parties have agreed that Assistant Store Managers may vote in the election but their ballots may be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time Baristas, Shift Supervisors, Asst. Store Managers.
Excluded: Store Managers, Office Clericals, Guards, and Supervisors as defined by the Act.",21,58,2022-04-01,2022-04-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.8125,"Yes",5,41.763137,-72.727308,"West Hartford, CT 06119",0.9,"place","TIGER/Line® dataset from the US Census Bureau","West Hartford","Capitol Planning Region","CT","6119","US",1,42.0889123634825,-73.2114938453583
"01-RC-294409","Starbucks Corporation","Region 01, Boston, Massachusetts","Closed",2022-04-21,2022-07-01,"Certific. of Representative","Gardner","MA","A","Single Labor Organization","Initial",2022-06-23,31,NA,"Workers United",14,"",NA,"",NA,0,14,"",1,"","Workers United","All full-time and regular part-time baristas employed by the Employer at its 308 West Broadway #1, Gardner, MA 01440 facility (Store #65190); but excluding store managers, office clerical employees and guards, professional employees and supervisors as defined in the Act.

Others permitted to vote: The parties have agreed that Shift Managers and Assistant Store Managers may vote in the election but their ballots may be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","","","","","Workers United a/w SEIU","Included: All full-time and regular part-time Baristas, Shift Managers, Asst. Store Managers. Excluded: Store Managers, office clericals, guards, and supervisors as defined by the Act.",31,63,2022-04-01,2022-04-01,"26-50",TRUE,"RC","Yes","Workers United","WU",1,1,"Yes",17,42.582529,-72.025884,"Gardner, MA 01440",1,"place","TIGER/Line® dataset from the US Census Bureau","Gardner","Worcester County","MA","1440","US",1,42.8711103836474,-72.0369469259143
"01-RC-295710","Starbucks Corporation","Region 01, Boston, Massachusetts","Closed",2022-05-12,2022-07-22,"Certific. of Representative","Vernon","CT","A","Single Labor Organization","Initial",2022-07-14,29,1,"WORKERS UNITED A/W SERVICE EMPLOYEES INTERNATIONAL UNION",13,"",NA,"",NA,1,14,"",1,"","WORKERS UNITED A/W SERVICE EMPLOYEES INTERNATIONAL UNION","All full-time and regular part-time baristas and shift supervisors employed by the Employer at its 135 Talcottville Rd, Vernon, CT 06066 facility (Store #27448); but
excluding store managers, office clerical employees and guards, professional employees and supervisors as defined in the Act.

Others permitted to vote: The parties have agreed that Assistant Store Managers may vote in the election but their ballots may be challenged since their eligibility has not been resolved. No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit. The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","","","","","Workers United a/w SEIU","All full-time and regular part-time Baristas, Shift Supervisors, Asst. Store Managers; but excluding Store Managers, office clericals, guards, and supervisors as defined in the Act.",29,63,2022-07-01,2022-04-01,"26-50",TRUE,"RC","Yes","WORKERS UNITED A/W SERVICE EMPLOYEES INTERNATIONAL UNION","WU",1,0.928571428571429,"Yes",15,41.81871,-72.47953,"Vernon, CT 06066",0.8,"place","TIGER/Line® dataset from the US Census Bureau","Vernon","Capitol Planning Region","CT","6066","US",1,42.0775233348618,-72.0275138689789
"01-RC-295712","Starbucks Corporation","Region 01, Boston, Massachusetts","Closed",2022-05-12,2022-07-22,"Certific. of Representative","Biddeford","ME","A","Single Labor Organization","Initial",2022-07-14,24,NA,"Workers United",9,"",NA,"",NA,3,12,"",NA,"","Workers United","All full-time and regular part-time baristas and shift supervisors employed by the Employer at its 360 Alfred St, Biddeford, ME 04005 facility (Store #48490); but excluding store managers, office clerical employees and guards, professional employees and supervisors as defined in the Act.

Others permitted to vote: The parties have agreed that Assistant Store Managers may vote in the election but their ballots may be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","","","","","Workers United","Included: All full-time and regular part-time Baristas, Shift Supervisors, Asst. Store Managers. Excluded: Store Managers, office clericals, guards, and supervisors as defined by the Act.",24,63,2022-07-01,2022-04-01,"11-25",TRUE,"RC","Yes","Workers United","WU",1,0.75,"Yes",12,43.492125,-70.485368,"Biddeford, ME 04005",1,"place","TIGER/Line® dataset from the US Census Bureau","Biddeford","York County","ME","4005","US",1,43.727718756428,-70.8631569884077
"01-RC-298347","Starbucks Corporation","Region 01, Boston, Massachusetts","Closed",2022-06-27,2022-09-09,"Certification of Results","Reading","MA","A","Revised Single Labor Org","Initial",2022-08-31,22,NA,"Workers United",7,"",NA,"",NA,9,16,"",NA,"","","Included: All full-time and regular part-time Baristas employed at the Employer’s store located at 288 Main Street, Reading, MA, 01867.
Excluded: All Store Managers, Assistant Store Managers, office clerical employees, guards, and professional employees and supervisors as defined by the Act.","","","","","","Included:  All Full-time and regular part-time Baristas and Shift Managers.  Excluded:  Store Managers, Assistant Managers, office clericals, guards, supervisors as defined under the Act.",22,65,2022-07-01,2022-04-01,"11-25",TRUE,"RC","Yes","Workers United","WU",1,0.4375,"No",6,42.537065,-71.107172,"Reading, MA 01867",1,"place","TIGER/Line® dataset from the US Census Bureau","Reading","Middlesex County","MA","1867","US",1,42.5321790633784,-71.2318862073698
"01-RC-301879","Starbucks Corporation","Region 01, Boston, Massachusetts","Closed",2022-08-23,2022-10-25,"Certific. of Representative","Portland","ME","A","Single Labor Organization","Initial",2022-10-17,16,NA,"WORKERS UNITED",10,"",NA,"",NA,3,13,"",NA,"","WORKERS UNITED","Included: All full-time and regular part-time baristas and shift supervisors employed by the Employer at its 176 Middle Street, Portland, Maine 04101 facility (Store #7408). 

Excluded: All store managers, assistant store managers, office clerical employees and guards, professional employees and supervisors as defined by the Act.","","","","","Workers United Labor Union International, affiliated with Service Employees International Union","Included: All full-time and regular part-time Baristas and Shift Supervisors. Excluded: Store Mgrs, Asst. Store Mgrs, office clericals, guards, supervisors under the Act.",16,55,2022-10-01,2022-07-01,"11-25",TRUE,"RC","Yes","WORKERS UNITED","WU",1,0.769230769230769,"Yes",3,43.658784,-70.262393,"Portland, ME 04101",1,"place","TIGER/Line® dataset from the US Census Bureau","Portland","Cumberland County","ME","4101","US",1,43.9928081536498,-69.8172575763192
"01-RC-302289","Starbucks Corporation","Region 01, Boston, Massachusetts","Closed",2022-08-29,2022-10-31,"Certific. of Representative","Boston","MA","A","Single Labor Organization","Initial",2022-10-21,8,NA,"WORKERS UNITED",5,"",NA,"",NA,0,7,"",2,"","WORKERS UNITED","All full-time and regular part-time baristas employed by the Employer at its 75-101 Federal Street, Boston, MA 02110 facility (Store #869); but excluding store managers, assistant store managers, office clerical employees and guards, professional employees and supervisors as defined in the Act.

Others permitted to vote: The parties have agreed that Shift Managers may vote in the election but their ballots may be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","","","","","Workers United Labor Union International, affiliated with Service Employees International Union","Included: All full-time and regular part-time Baristas and Shift Managers. Excluded: Store Mgrs. Asst. Store Mgrs, office clericals, guards supervisors under the Act.",8,53,2022-10-01,2022-07-01,"6-10",TRUE,"RC","Yes","WORKERS UNITED","WU",1,1,"Yes",3,42.354318,-71.073449,"Boston, MA 02106",1,"place","TIGER/Line® dataset from the US Census Bureau","Boston","Suffolk County","MA","2106","US",1,42.0732812400405,-71.5218874760726
"01-RC-306840","Starbucks Corporation","Region 01, Boston, Massachusetts","Closed",2022-11-08,2022-11-16,"Withdrawal Non-adjusted","Brookline (CDP)","MA","","","",NA,2,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included: Add-on election to add Shift Managers to existing unit certified in 01-RC-292965. Excluded: Store Managers",NA,NA,NA,2022-10-01,"<5",TRUE,"RC","No","","",0,NA,"Other",NA,42.308198,-71.088745,"Brookline, MA 02146",1,"place","TIGER/Line® dataset from the US Census Bureau","Brookline","Suffolk County","MA","2146","US",1,42.4880323758564,-71.2520733027913
